,Topic,Words,Frequency,Timestamp
75,37,"cuttlebones simply, debris cuttlebones, ashore dutch, mistake debris, production 2002",1,2002
76,-1,"mounds, ma, deposits, terrace, cut",5,2003
77,2,"ngos, hawaiian, derelict fishing, working, archipelago",1,2003
78,5,"fmd, litter, densities fmd, debris, se pacific",3,2003
79,15,"cysts, dinoflagellates, patches, plastic debris, mediterranean showed",1,2003
80,26,"particles, plastic particles, breakdown, seals, plastic",1,2003
81,37,"debris, falkland, volunteer beach, objects, volunteer",2,2003
82,5,"litter, beach, debris, kg, bight",3,2004
83,11,"den, entanglement, barnacles, seals, fur",4,2004
84,14,"winding, microfibers, laser, thinning, apparatus",2,2004
85,37,"debris, beaches, gm, beach, plastic",3,2004
86,-1,"intemational, marine debris, marine, korea, shared intemational",1,2005
87,5,"beach, litter, beach users, beach visitor, visitor density",1,2005
88,6,"floating marine, geostrophic, marine debris, currents, ekman",1,2005
89,11,"debris, baleen, marine debris, baleen rack, tongue",3,2005
90,14,"luster, modified cross, cross, fiber fabrics, modified",1,2005
91,23,"resin pellets, resin, pellets, pcbs, concentrations resin",1,2005
92,25,"bleaching, flow, sst conditions, corals, sst",1,2005
93,5,"debris, korea, litter, sea korea, south sea",2,2006
94,11,"entanglement, entanglement region, kaikoura, seals, region",1,2006
95,14,"ipp, cd pet, cd, pet ipp, pet",2,2006
96,15,"ship breaking, plastics fragments, small plastics, breaking, ship",1,2006
97,17,"filter, sulfate, srm, seawater, cartridge",2,2006
98,19,"smalltooth sawfish, smalltooth, sawfish, shooting, monofilament line",1,2006
99,-1,"colony, coral, montipora, nwhi, porites",5,2007
100,5,"debris, litter, marine debris, marine, items",8,2007
101,14,"n6, nonwovens, n6 showed, number islands, micro nanofiber",1,2007
102,23,"phenanthrene, plastics, phenanthrene plastics, thermoplastic resin, plastic",2,2007
103,-1,"coral, cover, reef, debris, percent cover",6,2008
104,5,"debris, trawl net, diving, trawl, methods",1,2008
105,6,"plastic, debris, known, plastics, marine",1,2008
106,9,"petrel, pellets, storm petrel, puffinus, virgin pellets",1,2008
107,11,"population, breeding population, recent, population size, reduction",1,2008
108,12,"diffusion, pep, distribution, pellets, salinity",1,2008
109,-1,"marine, 2009, debris, marine debris, plastic",9,2009
110,2,"national jurisdiction, jurisdiction, resources national, implementing agreement, states",1,2009
111,4,"marine agar, agar, recovered strength, commencement, strength marine",1,2009
112,5,"debris, litter, items, fmd, beaches",5,2009
113,6,"plastic, debris, currents, debris flows, ocean",5,2009
114,9,"birds, shearwater, fisheries beached, plastic, beached birds",2,2009
115,11,"stomachs, entanglement, debris, turtle, ssl",3,2009
116,23,"southern africa, concentrations, pellets, plastics, pcbs",2,2009
117,-1,"debris, 2010, plastic, marine, uplift",10,2010
118,0,"pahs, pellets, higher concentrations, pops, pcbs",1,2010
119,5,"debris, marine, litter, marine debris, items",6,2010
120,6,"plastic, plastic debris, debris, amundsen, ocean",6,2010
121,9,"plastic, ingested, seabirds, ingestion, debris",6,2010
122,11,"turtles, sea turtles, debris, sea, anthropogenic debris",2,2010
123,12,"pellets, metals, adsorption, pb, cd",1,2010
124,14,"fatigue, graphene, epoxy, adhesion shear, coated",2,2010
125,15,"virgin plastic, beach, plastic pellets, pellets plastic, virgin",1,2010
126,16,"sediment layer, channel, chamber, increases, channel bifurcation",1,2010
127,19,"ghost, fishing, nets, gear, program",2,2010
128,23,"pahs, pesticides, pcbs, ppb, contained",1,2010
129,28,"dimensional, ocean, analyzed short, sphere explain, problem 2010",1,2010
130,-1,"debris, marine, marine debris, plastic, 2011",9,2011
131,2,"waste, marine, ocean, solid waste, solid",3,2011
132,4,"majority percentage, formation structure, integrity seas, effects ofmicroplastics, synthetic thermoplastics",1,2011
133,5,"debris, marine debris, floating, marine, litter",9,2011
134,6,"plastic, cruises, debris, plastic debris, particles",4,2011
135,7,"mehg, foliage, forest canopies, canopies, me199hg",1,2011
136,8,"pops, microplastics ocean, levels, microparticles, microcracking yielding",1,2011
137,9,"plastic, ingestion, debris, plastic ingestion, birds",8,2011
138,10,"chemicals, chemicals likely, chemicals log, pbt, improving understanding",1,2011
139,11,"monk, hawaiian, seals, risso, debris",4,2011
140,15,"pellets, plastic, beaches, plastic pellets, classes",2,2011
141,19,"fishing, fishers, commercial fishers, derelict, derelict fishing",2,2011
142,23,"pahs, remote urban, pcbs, urban beaches, fragments",1,2011
143,26,"agassizii, herzbergii, cathorops, spixii, individuals",1,2011
144,28,"garbage, salvaging, ocean, patch, plastic",1,2011
145,-1,"silesian, marine, pacific, glcnac, aggregates",11,2012
146,0,"micro ft, ft ir, ft, ir, 10 sediment",2,2012
147,1,"nano ps, ps, nano, sericeus, oviposition",3,2012
148,5,"debris, marine debris, beaches, loads, debris loads",7,2012
149,6,"debris, ocean, drifter, model, plastic",7,2012
150,8,"wind event, strong wind, m2 observed, neustonic, event",1,2012
151,9,"plastic, ingestion, fragments, albatrosses, plastic ingestion",4,2012
152,11,"debris, turtles, marine debris, species, entanglement",6,2012
153,12,"sorption, pahs, pellets, equilibrium, diffusion",2,2012
154,15,"ps foam, foam, ps, ps virgin, unexposed ps",1,2012
155,18,"marine activities, latitudes, fulmars, coastal marine, decrease higher",1,2012
156,19,"dfg, gear, fishing, pots, catch",6,2012
157,20,"pixels, plastic pixels, technique, cieluv, color space",1,2012
158,21,"sar, debris, marine debris, sar imagery, marine",2,2012
159,23,"ng pellet, pellet, ng, pellets, styrene",3,2012
160,26,"whales, neustonic planktonic, planktonic samples, phthalates, baleen whales",1,2012
161,31,"ng, ng wm, ng lm, wm, lm",1,2012
162,32,"mpp, separation, mpp mm, recovery, particles",1,2012
163,37,"identifiable items, identifiable, pieces, sand island, debris",1,2012
164,-1,"debris, plastic, marine, 2013, high",14,2013
165,0,"particles, mpps, bc, bc particles, microplastic",4,2013
166,1,"pyrene, effects, activity, microspheres, ps",3,2013
167,2,"ges, tsg, tsg ml, litter, marine",2,2013
168,3,"fish, zooplankton, microplastics, ingested, impact zooplankton",2,2013
169,4,"microbial, plastic, pmd, communities, plastisphere",2,2013
170,5,"debris, litter, marine, marine debris, beaches",18,2013
171,6,"ocean, plastic, debris, surface, canyon",8,2013
172,7,"additive chemicals, pollutants, pollutants additive, pollutants tissues, tissues",1,2013
173,8,"physical impacts, susceptibility, density assessment, assessment relative, discussed evaluation",1,2013
174,9,"plastic, ingestion, plastic ingestion, ingested, species",11,2013
175,11,"debris, marine debris, marine, species, entanglements",9,2013
176,12,"desorption, dilution, bioaccumulation, pops, model",2,2013
177,15,"plastic, debris, pellets, plastic debris, 2013 elsevier",3,2013
178,19,"fishing, stakeholders, nets, ghost, ghostnets australia",1,2013
179,23,"pahs, pellets, hdpe, ldpe, ps",4,2013
180,32,"extraction, extracting microplastics, extraction efficiency, efficiency, extracting",1,2013
181,35,"overview, polymers, properties commercial, environment description, knowledge areas",1,2013
182,38,"concentrations, ope concentrations, ope, ng pellet, opes",2,2013
183,-1,"marine, plastic, 2014, debris, sensitivity",30,2014
184,0,"sml, microplastics, spm, method, phthalate",4,2014
185,1,"ps, microspheres, effects, hpf, food",6,2014
186,2,"workers, resident workers, non resident, environmental programs, stl",3,2014
187,3,"microplastics, gills, microspheres retained, edulis, gobio",3,2014
188,4,"al, microbial, biomass, bacterial, eichhornia",7,2014
189,5,"debris, litter, marine debris, marine, items",21,2014
190,6,"plastic, ocean, floating, debris, surface",7,2014
191,8,"ocean, microplastics, microplastic, samples, atlantic ocean",6,2014
192,9,"plastic, ingestion, shearwaters, plastic ingestion, species",7,2014
193,11,"debris, species, turtles, marine debris, marine",15,2014
194,12,"adsorption, sorption, micro pe, mwcnt, nano ps",4,2014
195,13,"insoles, mpps, plantar, eva, pressure",2,2014
196,14,"toughness, aligned, fracture, cnts, microfiber",1,2014
197,15,"plastic, debris, submerged plastic, plastic debris, estuary",2,2014
198,17,"000 m3, gallery, 000, pretreatment, 150 000",1,2014
199,19,"traps, fishing, derelict, trap, gear",6,2014
200,21,"marine debris, debris, sar, japan, marine",2,2014
201,23,"sm, styrene, plastic, st1, concentrations metals",5,2014
202,26,"basking shark, basking, fin whale, fin, species",1,2014
203,29,"membranes, membrane, interaction, lipid membranes, biological membranes",2,2014
204,32,"solution, sodium, step, polyurethane sizes, pre extracted",1,2014
205,-1,"plastic, marine, microplastics, 2015, debris",47,2015
206,0,"microplastics, samples, microplastic, particles, identification",11,2015
207,1,"ps, effects, microplastics, larvae, exposure",7,2015
208,2,"marine, plastic, circle, remote sensing, response",6,2015
209,3,"microplastics, total microplastics, fish, species, ingested",4,2015
210,4,"bacterial, communities, bacterial colonization, plastic, colonization",3,2015
211,5,"debris, marine debris, litter, marine, beaches",21,2015
212,6,"debris, plastic, ocean, surface, plastic debris",12,2015
213,7,"plastic products, soil, products, microplastic, biosphere limbic",1,2015
214,8,"microplastics, pellets, surface, abundance, microplastic",6,2015
215,9,"plastic, species, ingestion, debris, plastic ingestion",11,2015
216,10,"coastal environment, microplastics, pollutants, microplastics pollution, coastal",2,2015
217,11,"debris, turtles, species, marine debris, marine",11,2015
218,12,"fosa, sorption, pfos, pfos fosa, pe ps",2,2015
219,13,"microbeads, cleansers, facial, cosmetic, exfoliants",3,2015
220,14,"pbo, microfibers, pbo microfibers, sheath flow, carbon nanofibers",2,2015
221,15,"plastic, debris, plastic debris, beaches, mm",7,2015
222,17,"treatment, litre, fibre concentration, particles litre, wastewater",1,2015
223,18,"great lakes, lakes, great, pollution great, plastic",1,2015
224,19,"traps, apn, fishing, ghost, program",4,2015
225,20,"puma, imagery, platforms, algorithms, detection",2,2015
226,23,"sos, styrene, leachates, leachate plastics, toxicity",3,2015
227,24,"copper, chuii, mg, growth, mp",1,2015
228,25,"corals, coral, experimental feeding, inshore reefs, reef",1,2015
229,26,"large pelagic, fish, thunnus, adult females, adult",2,2015
230,28,"waste, entering ocean, waste available, ocean, entering",1,2015
231,29,"nanoplastics, hazards nanoplastics, non polymer, nanoplastic, effect studies",1,2015
232,31,"fishes, guilds, gulf mexico, urbanized streams, percent occurrence",1,2015
233,33,"eroded, surface, surface properties, eroded pet, interaction plastics",1,2015
234,34,"freshwater, systems, microplastics, freshwater systems, microplastic",2,2015
235,35,"plastic, human, associated plastics, plastics, everyday",1,2015
236,38,"pcb, ng, hch, months, σocps",1,2015
237,-1,"marine, plastic, debris, 2016, microplastic",51,2016
238,0,"microplastic, microplastics, particles, lake, samples",22,2016
239,1,"effects, exposure, microplastics, mg, exposed",16,2016
240,2,"litter, marine, injuries, beach, pollution",6,2016
241,3,"microplastics, fish, microplastic, ingestion, items",12,2016
242,4,"microbial, communities, plastic, bacterial, colonizing",6,2016
243,5,"debris, litter, marine debris, marine, items",26,2016
244,6,"drift, debris, ocean, surface, plastic",13,2016
245,7,"soil, microplastics, soils, surface, surfaces",2,2016
246,8,"microplastics, plastic, settlement, concentrations, sensor",4,2016
247,9,"plastic, ingestion, plastic ingestion, species, ingested",18,2016
248,10,"hocs, hoc, microplastics, exposure, effects",3,2016
249,11,"debris, turtles, species, hi, marine debris",16,2016
250,12,"sorption, adsorption, seawater, transfer, desorption",3,2016
251,13,"care products, personal care, products, care, personal",2,2016
252,14,"microfiber, microfibers, melt, washing, fibers",7,2016
253,15,"plastic, wk, debris, plastic debris, plastics",6,2016
254,16,"buoyant, depth, vertical mixing, buoyant microplastics, mixing",2,2016
255,18,"processes, affecting position, processes affecting, plastic, position",1,2016
256,19,"nets, lift, hoop nets, hoop, gear",1,2016
257,20,"debris, analysts, marine debris, lidar, marine",2,2016
258,21,"buoy, currents, buoy locations, spectral, marine debris",2,2016
259,23,"styrofoam, 4mbc, mussels inhabiting, tcs, ee2",3,2016
260,24,"microalgae, days contact, hetero aggregates, hetero, pp",1,2016
261,26,"fish, norvegicus, fed, plastic fed, dogfish",3,2016
262,27,"atmospheric, atmospheric fallout, fallout, urban, urban sub",1,2016
263,28,"ocean, plastic, multi scale, cleanup, based cleanup",2,2016
264,29,"silicone rubber, diffusion coefficients, coefficients, silicone, diffusion",1,2016
265,31,"perna, brazil, contamination clear, consumption culture, brazil worldwide",1,2016
266,32,"recovery, sand recovery, sand, extraction, dense",1,2016
267,33,"sunlight seawater, weathering, density polyethylene, inferred, pacific subtropical",1,2016
268,34,"monitoring, monitoring procedures, procedures, marine, ingestion",2,2016
269,36,"environment, microplastics, aquatic, synthetic polymers, sources",1,2016
270,38,"pahs, ddts, pcb, ng, pcbs",1,2016
271,-1,"plastic, microplastics, 2017, marine, microplastic",77,2017
272,0,"microplastics, microplastic, sediment, sediments, samples",31,2017
273,1,"effects, ps, exposure, microplastics, exposed",17,2017
274,2,"plastic, presentation, bags, waste, 2017",17,2017
275,3,"fish, microplastics, microplastic, ingestion, species",20,2017
276,4,"bacterial, microbial, plastic, biofilm, assemblages",11,2017
277,5,"debris, litter, marine, marine debris, beach",33,2017
278,6,"plastic, debris, ocean, plastic debris, surface",9,2017
279,7,"soil, like material, dom, wue, dissolved organic",3,2017
280,8,"microplastic, microplastics, neuston, ocean, surface",7,2017
281,9,"plastic, ingestion, species, plastic ingestion, seabirds",16,2017
282,10,"microplastics, 2017, environmental, 2017 setac, pops",4,2017
283,11,"debris, marine debris, species, entanglement, marine",13,2017
284,12,"lipid, bioaccumulation, clip, hoc, adsorption",3,2017
285,13,"microbeads, waste water, pccps, emissions, products",4,2017
286,14,"microfibers, composites, fibers, psa, fiber",8,2017
287,15,"plastic, plastic debris, debris, stockholm, sea",6,2017
288,16,"transport, particles, settling, microplastic, biofouling",4,2017
289,17,"microlitter, sludge, treatment, wwtp, advanced wwtp",1,2017
290,18,"plastic, transport, mmpw, rivers, great lakes",3,2017
291,19,"fishing, gear, nets, fisheries, derelict",5,2017
292,20,"detector, fls, underwater, debris, marine debris",1,2017
293,21,"czmil, detection, lidar, topographic bathymetric, bathymetric mapping",1,2017
294,23,"eps, hbcdds, sos, hbcd, plastic",7,2017
295,24,"micro ps, microalgae, ps, micro, growth",2,2017
296,25,"coral, corals, reef, reef ecosystems, coral reef",2,2017
297,26,"species, plastic, fish, items individual, fulmars",3,2017
298,27,"fibers, atmospheric, indoor, fibers indoor, dust",2,2017
299,28,"users marine, decisive action, footprint oceans, instruments implemented, oceans minimize",1,2017
300,29,"uv exposure, ma, particles pellet, uv, pellet",1,2017
301,30,"wear tear, tear, wear, tyre wear, tyre",1,2017
302,31,"fish, littorale, freshwater, microplastics, gut",2,2017
303,32,"recovery, separation, density, extraction, brine",4,2017
304,33,"pe, fungus, manufactured objects, capable utilizing, maritimum",2,2017
305,34,"microplastics, microplastic, larvaceans, marine, organisms",4,2017
306,36,"microplastics, freshwater terrestrial, plastic, environment, environments",3,2017
307,38,"mp, marine, environment, microplastics, uptake mp",2,2017
308,-1,"plastic, marine, microplastics, microplastic, 2018",151,2018
309,0,"microplastics, microplastic, samples, sediments, particles",60,2018
310,1,"exposure, effects, microplastics, exposed, concentrations",51,2018
311,2,"plastic, marine, waste, pollution, plastic pollution",36,2018
312,3,"fish, microplastics, microplastic, mps, species",39,2018
313,4,"microbial, bacterial, plastic, bacteria, biofilm",20,2018
314,5,"debris, litter, marine, marine debris, items",41,2018
315,6,"ocean, plastic, drift, surface, debris",15,2018
316,7,"soil, plastic, soils, glyphosate, extraction",6,2018
317,8,"microplastics, sea, surface, water, microplastic",22,2018
318,9,"plastic, ingestion, plastic ingestion, ingested, species",21,2018
319,10,"microplastics, mps, studies, environmental, review",14,2018
320,11,"species, debris, pacific, marine debris, tsunami",26,2018
321,12,"adsorption, sorption, organic, mps, dom",11,2018
322,13,"products, microbeads, mineral water, bottled mineral, human",5,2018
323,14,"fabrics, washing, collagen, scaffolds, synthetic",6,2018
324,15,"acid extracted, plastic, amounts acid, debris, greater amounts",4,2018
325,16,"particles, particle, transport, settling, velocity",2,2018
326,17,"removal, wastewater, treatment, sludge, current density",4,2018
327,18,"plastic, data, macroplastic, rivers, model",4,2018
328,19,"gillnets, fishing, derelict, gear, derelict vessels",3,2018
329,20,"rpa, disturbance, images, learning, data",2,2018
330,21,"spectral, sensing, remote sensing, remote, hyperspectral",10,2018
331,23,"plastic, sos, contaminants, mpls, ps",6,2018
332,24,"doxycycline, procainamide, pharmaceuticals, microplastics pharmaceuticals, chlorophyll",1,2018
333,25,"coral, corals, reef, microplastic, exposure",6,2018
334,26,"fish, mullets, species, plastic, polar cod",7,2018
335,28,"plastic, plastic pollution, marine, global, pollution",3,2018
336,29,"nanoplastics, adsorption, nanopollutants, estuarine conditions, plastics",2,2018
337,30,"twp, bt, road, urban, emissions",2,2018
338,31,"microplastic, fish, small waterbodies, uptake, tadpoles",3,2018
339,32,"separation, ldpeox, sample, method, preparation",2,2018
340,33,"pellets, degradation, btex, uv, plastic pellets",3,2018
341,34,"microplastic, assessment method, bivalves, nanoplastics, assessment",3,2018
342,35,"hma, plastic, asphalt, waste, plastic waste",3,2018
343,36,"microplastics, sources, sea sediments, primary microplastics, secondary microplastics",1,2018
344,38,"opes, pp flakes, ps foams, pe pellets, tris",1,2018
345,-1,"microplastics, marine, plastic, 2019, microplastic",209,2019
346,0,"microplastics, microplastic, water, sediment, river",93,2019
347,1,"exposure, effects, ps, mps, microplastics",52,2019
348,2,"plastic, waste, marine, pollution, plastic waste",50,2019
349,3,"fish, microplastics, species, microplastic, mp",53,2019
350,4,"microbial, plastic, communities, biofilm, args",38,2019
351,5,"debris, litter, marine, marine debris, items",47,2019
352,6,"ocean, plastic, surface, debris, model",35,2019
353,7,"soil, soils, mps, sludge, samples",10,2019
354,8,"microplastics, mps, ocean, abundance, surface",25,2019
355,9,"plastic, ingestion, species, plastic ingestion, ingested",27,2019
356,10,"microplastics, research, environmental, microplastic, aquatic",16,2019
357,11,"debris, species, marine debris, marine, entanglement",16,2019
358,12,"sorption, adsorption, npa, salinity, microplastics",19,2019
359,13,"microplastics, human, stool, particles, products",8,2019
360,14,"microfibers, washing, fibers, textile, microfibres",14,2019
361,15,"plastic, debris, plastic debris, macroplastic, m2",14,2019
362,16,"transport, mp, particle, numerical, microplastic",7,2019
363,17,"removal, mps, treatment, effluent, wastewater",7,2019
364,18,"plastic, transport, plastic transport, plastic pollution, riverine",14,2019
365,19,"gear, fishing, aldfg, fishing gear, derelict",8,2019
366,20,"uav, deep, amd, beach, detection",6,2019
367,21,"spectral, hsi, marine debris, debris, marine",2,2019
368,23,"plastic, sos, plastic debris, debris, additives",8,2019
369,24,"microalgae, growth, toxicity, mg, microplastics",10,2019
370,25,"coral, corals, reef, microplastics, reefs",10,2019
371,26,"plastic, fish, species, plastic debris, ingested",6,2019
372,27,"samps, airborne, shanghai, atmospheric, air",1,2019
373,28,"plastic, ocean, plastic pollution, plastics, pollution",6,2019
374,29,"adsorption, nanoplastics, particle, terminal sinking, environmental",5,2019
375,30,"trwp, stormwater, road, runoff, mps",7,2019
376,31,"fish, mp, uptake, freshwater, mp ingestion",3,2019
377,32,"separation, extraction, density separation, sample, recovery",8,2019
378,33,"gasification, degradation, situ hydrogenation, hydrogenation, acid",6,2019
379,34,"microplastic, mussels, microplastics, eelpout, marine",8,2019
380,35,"glitters, plastics, feed, phb, weaned piglets",3,2019
381,36,"plastic, particles, mps, microplastics, edc",5,2019
382,38,"pahs, ng, ocps, concentrations, hocs",2,2019
383,-1,"microplastics, plastic, marine, microplastic, 2020",321,2020
384,0,"microplastics, microplastic, mps, sediment, water",196,2020
385,1,"exposure, effects, ps, mps, microplastics",113,2020
386,2,"plastic, waste, marine, pollution, plastic waste",93,2020
387,3,"fish, microplastics, species, mps, microplastic",100,2020
388,4,"microbial, plastic, communities, bacterial, bacteria",73,2020
389,5,"litter, debris, marine, items, marine debris",66,2020
390,6,"ocean, plastic, model, debris, floating",52,2020
391,7,"soil, soils, microplastics, microplastic, mps",25,2020
392,8,"microplastics, microplastic, ocean, sea, mps",34,2020
393,9,"plastic, ingestion, plastic ingestion, species, seabirds",33,2020
394,10,"microplastics, freshwater, research, studies, environmental",26,2020
395,11,"debris, species, marine debris, turtles, marine",21,2020
396,12,"adsorption, sorption, desorption, microplastics, mps",22,2020
397,13,"human, food, products, microplastics, health",16,2020
398,14,"microfibers, washing, microfiber, fibers, synthetic",21,2020
399,15,"plastic, plastic debris, debris, beaches, items",21,2020
400,16,"particles, settling, transport, microplastics, density",11,2020
401,17,"treatment, wastewater, removal, mps, sludge",10,2020
402,18,"plastic, plastic pollution, rivers, transport, riverine",17,2020
403,19,"fishing, gear, hoop, gillnets, derelict",7,2020
404,20,"images, learning, debris, marine, data",9,2020
405,21,"spectral, sensing, plastic, detection, remote sensing",11,2020
406,22,"face, masks, face masks, micro plastic, use face",2,2020
407,23,"sos, styrene, plastics, plastic, eps",8,2020
408,24,"microalgae, ps, growth, effects, eps",12,2020
409,25,"coral, corals, reef, microplastics, reefs",14,2020
410,26,"fish, species, plastic, contamination, fibres",12,2020
411,27,"atmospheric, deposition, airborne, mps, air",10,2020
412,28,"plastic, ocean, plastic pollution, waste, pollution",13,2020
413,29,"mps, particles, nanoplastics, surface, aged",7,2020
414,30,"road, stormwater, wear, road dust, dust",10,2020
415,31,"trophic, fish, bioaccumulation, biomagnification, food",6,2020
416,32,"extraction, separation, method, recovery, samples",11,2020
417,33,"gasification, tio2, polyphosphate, seawater, degradation",6,2020
418,34,"microplastic, particles, paes, microplastics, bay",7,2020
419,35,"plastic, greenhouse, plastics, greenhouse gas, gas emissions",8,2020
420,36,"plastic, pollution, microplastics, plastics, microplastic",6,2020
421,37,"mass, items, km month, debris, mean mass",1,2020
422,38,"pahs, pah, ng, aquatic, cancer risk",4,2020
423,-1,"microplastics, marine, plastic, microplastic, mps",402,2021
424,0,"microplastics, microplastic, mps, water, sediments",229,2021
425,1,"exposure, effects, ps, mps, microplastics",135,2021
426,2,"plastic, waste, pollution, marine, plastic pollution",112,2021
427,3,"fish, microplastics, mps, microplastic, species",97,2021
428,4,"microbial, plastic, bacterial, communities, plastisphere",86,2021
429,5,"litter, debris, marine, marine debris, items",102,2021
430,6,"ocean, plastic, debris, surface, model",52,2021
431,7,"soil, soils, mps, microplastics, agricultural",52,2021
432,8,"microplastics, ocean, surface, abundance, microplastic",48,2021
433,9,"plastic, ingestion, species, plastic ingestion, ingested",35,2021
434,10,"microplastics, research, mps, review, microplastic",36,2021
435,11,"debris, turtles, sea, marine debris, species",25,2021
436,12,"adsorption, sorption, mps, microplastics, organic",22,2021
437,13,"human, food, microplastics, health, microplastic",25,2021
438,14,"microfibers, washing, fibers, release, textile",22,2021
439,15,"plastic, debris, plastic debris, items, litter",16,2021
440,16,"transport, particles, particle, velocity, microplastic",15,2021
441,17,"wastewater, removal, mps, treatment, sludge",22,2021
442,18,"plastic, plastic pollution, research, pollution, transport",18,2021
443,19,"gear, fishing, aldfg, fishing gear, derelict",14,2021
444,20,"debris, dataset, images, detection, marine debris",21,2021
445,21,"spectral, floating, remote, sensing, detection",17,2021
446,22,"masks, ppe, covid, covid 19, face",30,2021
