,Title,DOI,Author
4708,Adsorption behavior of organic pollutants and metals on micro/nanoplastics in the aquatic environment,10.1016/j.scitotenv.2019.133643,Yu F.
4709,"Plastic leachates impair growth and oxygen production in Prochlorococcus, the ocean’s most abundant photosynthetic bacteria",10.1038/s42003-019-0410-x,Tetu S.G.
4710,Recycled electronic plastic and marine litter,10.1016/j.scitotenv.2019.133644,Shaw E.
4711,"Microplastic contamination of table salts from Taiwan, including a global review",10.1038/s41598-019-46417-z,Lee H.
4712,Microbial Poly-3-Hydroxybutyrate (PHB) as a Feed Additive for Fishes and Piglets,10.1002/biot.201900132,Wang X.
4713,Trace analysis of polystyrene microplastics in natural waters,10.1016/j.chemosphere.2019.07.052,Schirinzi G.F.
4714,Emerging areas of nuclear power applications,10.1016/j.nucengdes.2019.110183,Kim J.H.
4715,The vertical distribution and biological transport of marine microplastics across the epipelagic and mesopelagic water column,10.1038/s41598-019-44117-2,Choy C.A.
4716,"Microplastic contamination in freshwater: first observation in Lake Ulansuhai, Yellow River Basin, China",10.1007/s10311-019-00888-8,Wang Z.
4717,The contribution of washing processes of synthetic clothes to microplastic pollution,10.1038/s41598-019-43023-x,De Falco F.
4718,Marine plastic pollution and affordable housing challenge: Shredded waste plastic stabilized soil for producing compressed earth bricks,10.1016/j.cscm.2019.e00241,Akinwumi I.I.
4719,Plastics in sea surface waters around the Antarctic Peninsula,10.1038/s41598-019-40311-4,Lacerda A.L.d.F.
4720,Microplastic deposition velocity in streams follows patterns for naturally occurring allochthonous particles,10.1038/s41598-019-40126-3,Hoellein T.J.
4721,Residual Monomer Content Affects the Interpretation of Plastic Degradation,10.1038/s41598-019-38685-6,Klaeger F.
4722,A quantitative analysis linking seabird mortality and marine debris ingestion,10.1038/s41598-018-36585-9,Roman L.
4723,Microplastics in marine mammals stranded around the British coast: ubiquitous but transitory?,10.1038/s41598-018-37428-3,Nelms S.E.
4724,Ecological drivers of marine debris ingestion in Procellariiform Seabirds,10.1038/s41598-018-37324-w,Roman L.
4725,Abundance of non-conservative microplastics in the upper ocean from 1957 to 2066,10.1038/s41467-019-08316-9,Isobe A.
4726,Characteristic “neck collar” injuries in Australian sea lions (Neophoca cinerea) caused by marine debris,10.1007/s12024-018-0060-1,Byard R.W.
4727,LAW AND POLICY IN ADDRESSING MARINE PLASTIC LITTER: INDONESIA RESPONSE AND RECENT DEVELOPMENT,10.15294/jils.v4i2.34757,Maruf 
4728,The effects of nanoplastics on marine plankton: A case study with polymethylmethacrylate,10.1016/j.ecoenv.2019.109632,Venâncio C.
4729,Effects of microplastics on distribution of antibiotic resistance genes in recirculating aquaculture system,10.1016/j.ecoenv.2019.109631,Lu J.
4730,"Environmental occurrences, fate, and impacts of microplastics",10.1016/j.ecoenv.2019.109612,Wu P.
4731,The sea urchin Paracentrotus lividus as a bioeroder of plastic,10.1016/j.scitotenv.2019.133621,Porter A.
4732,Anthropogenic Marine Debris assessment with Unmanned Aerial Vehicle imagery and deep learning: A case study along the beaches of the Republic of Maldives,10.1016/j.scitotenv.2019.133581,Fallati L.
4733,Microbiological perspectives on the effects of microplastics on the aquatic environment,10.1088/1755-1315/348/1/012048,Rinanda T.
4734,Laboratory study of the wave-induced mean flow and set-down in unidirectional surface gravity wave packets on finite water depth,10.1103/PhysRevFluids.4.114801,Calvert R.
4735,Polyethylene microplastics do not increase bioaccumulation or toxicity of nonylphenol and 4-MBC to marine zooplankton,10.1016/j.scitotenv.2019.07.106,Beiras R.
4736,Microplastics on the Menu: Plastics Pollute Indonesian Manta Ray and Whale Shark Feeding Grounds,10.3389/fmars.2019.00679,Germanov E.S.
4737,Microplastics as contaminants in the soil environment: A mini-review,10.1016/j.scitotenv.2019.07.209,Wang J.
4738,Current practices and future perspectives of microplastic pollution in freshwater ecosystems in China,10.1016/j.scitotenv.2019.07.167,Fu Z.
4739,"Profiling microplastics in the Indian edible oyster, Magallana bilineata collected from the Tuticorin coast, Gulf of Mannar, Southeastern India",10.1016/j.scitotenv.2019.07.063,Patterson J.
4740,Detection of artificial cellulose microfibers in Boops boops from the northern coasts of Sicily (Central Mediterranean),10.1016/j.scitotenv.2019.07.148,Savoca S.
4741,A Trip Upstream to Mitigate Marine Plastic Pollution – A Perspective Focused on the MSFD and WFD,10.3389/fmars.2019.00689,Black J.E.
4742,Quantitative analysis of microplastics in wastewater from treatment plant by visual identification and FT-IR imaging using H<inf>2</inf>O<inf>2</inf> and FeSO<inf>4</inf>: A case study,10.1088/1757-899X/561/1/012026,Yuvedha S.
4743,Microplastics in fishes from the Northern Bay of Bengal,10.1016/j.scitotenv.2019.07.065,Hossain M.S.
4744,"Extremes in Benthic Ecosystem Services; Blue Carbon Natural Capital Shallower Than 1000 m in Isolated, Small, and Young Ascension Island’s EEZ",10.3389/fmars.2019.00663,Barnes D.K.A.
4745,Visible reflectance characteristics of marine debris in the sandy beach,10.1088/1742-6596/1341/2/022011,Faizal A.
4746,"Studies on microplastic contamination in seagrass beds at Spermonde Archipelago of Makassar Strait, Indonesia",10.1088/1742-6596/1341/2/022008,Tahir A.
4747,Vertical Distribution of Microplastics in the Water Column and Surficial Sediment from the Milwaukee River Basin to Lake Michigan,10.1021/acs.est.9b03850,Lenaker P.L.
4748,Global Review of Beach Debris Monitoring and Future Recommendations,10.1021/acs.est.9b01424,Serra-Gonçalves C.
4749,"Marine Debris Polymers on Main Hawaiian Island Beaches, Sea Surface, and Seafloor",10.1021/acs.est.9b03561,Brignac K.C.
4750,"Microplastic contamination on Cerithidea obtusa (Lamarck 1822) in Pangkal Babu Mangrove Forest Area, Tanjung Jabung Barat District, Jambi",10.1063/1.5132502,Fitri S.
4751,"Plastic marine debris: sources, impacts and management",10.1080/00207233.2019.1662211,van Truong N.
4752,Investigating microplastics bioaccumulation and biomagnification in seafood from the Persian Gulf: a threat to human health?,10.1080/19440049.2019.1649473,Akhbarizadeh R.
4753,"Microplastics and mercury detection on anchovy from alor and balikpapan harbors, Indonesia",10.1109/R10-HTC47129.2019.9042436,Ningrum E.W.
4754,UW-SVC: Scalable video coding transmission for in-network underwater imagery analysis,10.1109/MASS.2019.00052,Rahmati M.
4755,"Microplastic–toxic chemical interaction: a review study on quantified levels, mechanism and implication",10.1007/s42452-019-1352-0,Verla A.W.
4756,Numerical prediction of the short-term trajectory of microplastic particles in Laizhou Bay,10.3390/w11112251,Ding Y.
4757,A Chemical Time Bomb: Future Risks of Microplastics,10.1007/s11270-019-4320-9,Zhao Y.
4758,Microplastics in the Digestive Tracts of Four Fish Species from the Ciénaga Grande de Santa Marta Estuary in Colombia,10.1007/s11270-019-4313-8,Calderon E.A.
4759,Microplastics: What Drinking Water Utilities Need to Know,10.1002/awwa.1393,Smith E.
4760,Fleur de Sel—An interregional monitor for microplastics mass load and composition in European coastal waters?,10.1016/j.jaap.2019.104711,Fischer M.
4761,Estimates of fishing gear loss rates at a global scale: A literature review and meta-analysis,10.1111/faf.12407,Richardson K.
4762,Quantitative analysis of PET microplastics in environmental model samples using quantitative <sup>1</sup>H-NMR spectroscopy: validation of an optimized and consistent sample clean-up method,10.1007/s00216-019-02089-2,Peez N.
4763,Abundance and characteristics of microplastics in commercial marine fish from Malaysia,10.1016/j.marpolbul.2019.07.072,Karbalaei S.
4764,"Assessment of microplastic pollution: occurrence and characterisation in Vesijärvi lake and Pikku Vesijärvi pond, Finland",10.1007/s10661-019-7843-z,Scopetani C.
4765,"Abundance of microplastics in the gastrointestinal tracts of the eelpout (Zoacres viviparous L.) collected in Roskilde Fjord, Denmark: Implications for use as a monitoring species under the Marine Strategy Framework Directive",10.1016/j.rsma.2019.100900,Verlaan M.
4766,"Seasonal variation of plastic debris accumulation in the estuary of Wonorejo River, Surabaya, Indonesia",10.1016/j.eti.2019.100490,Kurniawan S.
4767,Microplastics in oysters (Crassostrea gigas) and water at the Bahía Blanca Estuary (Southwestern Atlantic): An emerging issue of global concern,10.1016/j.rsma.2019.100829,Fernández Severini M.
4768,Effects of micro-sized polyethylene spheres on the marine microalga Dunaliella salina: Focusing on the algal cell to plastic particle size ratio,10.1016/j.aquatox.2019.105296,Chae Y.
4769,Hematological and biochemical parameters in Sea turtles (Caretta caretta) after stranding,10.1016/j.rsma.2019.100832,Pagano M.
4770,How to get rid of ingested microplastic fibers? A straightforward approach of the Atlantic ditch shrimp Palaemon varians,10.1016/j.envpol.2019.113068,Saborowski R.
4771,Separation and identification of microplastics from soil and sewage sludge,10.1016/j.envpol.2019.113076,Li Q.
4772,Impacts of microplastics on growth and health of hermatypic corals are species-specific,10.1016/j.envpol.2019.113074,Reichert J.
4773,"Polystyrene microplastics cause tissue damages, sex-specific reproductive disruption and transgenerational effects in marine medaka (Oryzias melastigma)",10.1016/j.envpol.2019.113024,Wang J.
4774,"A Ghostly Issue: Managing abandoned, lost and discarded lobster fishing gear in the Bay of Fundy in Eastern Canada",10.1016/j.ocecoaman.2019.104925,Goodman A.J.
4775,The marine nano- and microplastics characterisation by SEM-EDX: The potential of the method in comparison with various physical and chemical approaches,10.1016/j.marpolbul.2019.07.067,Gniadek M.
4776,Large impact of Stokes drift on the fate of surface floating debris in the South Indian Basin,10.1016/j.marpolbul.2019.07.057,Dobler D.
4777,Assessment of input of organic micropollutants and microplastics into the Baltic Sea by urban waters,10.1016/j.marpolbul.2019.07.014,Bollmann U.E.
4778,Occurrence of microplastics in landfill systems and their fate with landfill age,10.1016/j.watres.2019.114968,Su Y.
4779,"Seasonal comparison of beach litter on Mediterranean coastal sites (Alicante, SE Spain)",10.1016/j.ocecoaman.2019.104914,Asensio-Montesinos F.
4780,An optimized density-based approach for extracting microplastics from soil and sediment samples,10.1016/j.envpol.2019.113009,Han X.
4781,"Microplastics in Tampa Bay, Florida: Abundance and variability in estuarine waters and sediments",10.1016/j.marpolbul.2019.07.068,McEachern K.
4782,"Microplastic prevalence in the beaches of Puducherry, India and its correlation with fishing and tourism/recreational activities",10.1016/j.marpolbul.2019.07.066,Dowarah K.
4783,Microplastics in the environment: A critical review of current understanding and identification of future research needs,10.1016/j.envpol.2019.113011,Akdogan Z.
4784,Assemblage of encrusting organisms on floating anthropogenic debris along the northern coast of the Persian Gulf,10.1016/j.envpol.2019.112979,Shabani F.
4785,"Multiyear Water Quality Performance and Mass Accumulation of PCBs, Mercury, Methylmercury, Copper, and Microplastics in a Bioretention Rain Garden",10.1061/JSWBAY.0000883,Gilbreath A.
4786,Microplastics contamination in different trophic state lakes along the middle and lower reaches of Yangtze River Basin,10.1016/j.envpol.2019.07.119,Li L.
4787,Evaluating potential biodegradable twines for use in the tropical tuna FAD fishery,10.1016/j.fishres.2019.105321,Lopez J.
4788,The leaching of additive-derived flame retardants (FRs) from plastics in avian digestive fluids: The significant risk of highly lipophilic FRs,10.1016/j.jes.2019.06.013,Guo H.
4789,Shedding light on the invisible: addressing the potential for groundwater contamination by plastic microfibers,10.1007/s10040-019-01998-x,Re V.
4790,"Polyethylene microplastics adhere to Lemna minor (L.), yet have no effects on plant growth or feeding by Gammarus duebeni (Lillj.)",10.1016/j.scitotenv.2019.06.359,Mateos-Cárdenas A.
4791,Using FTIRS as pre-screening method for detection of microplastic in bulk sediment samples,10.1016/j.scitotenv.2019.06.227,Hahn A.
4792,A machine learning algorithm for high throughput identification of FTIR spectra: Application on microplastics collected in the Mediterranean Sea,10.1016/j.chemosphere.2019.05.113,Kedzierski M.
4793,"The uptake and elimination of polystyrene microplastics by the brine shrimp, Artemia parthenogenetica, and its impact on its feeding behavior and intestinal histology",10.1016/j.chemosphere.2019.05.267,Wang Y.
4794,Acute toxic effects of polyethylene microplastic on adult zebrafish,10.1016/j.ecoenv.2019.109442,Mak C.W.
4795,Identification and visualisation of microplastics by Raman mapping,10.1016/j.aca.2019.05.021,Sobhani Z.
4796,Seasonality of marine plastic abundance in central Red Sea pelagic waters,10.1016/j.scitotenv.2019.06.240,Martin C.
4797,The spatial distribution of microplastic in the sands of a coral reef island in the South China Sea: Comparisons of the fringing reef and atoll,10.1016/j.scitotenv.2019.06.178,Zhang L.
4798,Seine Plastic Debris Transport Tenfolded During Increased River Discharge,10.3389/fmars.2019.00642,van Emmerik T.
4799,Rapid increase in Asian bottles in the South Atlantic Ocean indicates major debris inputs from ships,10.1073/pnas.1909816116,Ryan P.G.
4800,Identification of Microfibers in the Environment Using Multiple Lines of Evidence,10.1021/acs.est.9b05262,Zhu X.
4801,"Riverine Microplastic Pollution in the Pearl River Delta, China: Are Modeled Estimates Accurate?",10.1021/acs.est.9b04838,Mai L.
4802,Bacterial Candidates for Colonization and Degradation of Marine Plastic Debris,10.1021/acs.est.9b02212,Roager L.
4803,River Deltas as hotspots of microplastic accumulation: The case study of the Ebro River (NW Mediterranean),10.1016/j.scitotenv.2019.06.168,Simon-Sánchez L.
4804,"Microplastics alter feeding selectivity and faecal density in the copepod, Calanus helgolandicus",10.1016/j.scitotenv.2019.06.009,Coppock R.L.
4805,Plasticrusts: A new potential threat in the Anthropocene's rocky shores,10.1016/j.scitotenv.2019.06.123,Gestoso I.
4806,Are gold nanoparticles and microplastics mixtures more toxic to the marine microalgae Tetraselmis chuii than the substances individually?,10.1016/j.ecoenv.2019.05.078,Davarpanah E.
4807,Basin-scale sources and pathways of microplastic that ends up in the Galápagos Archipelago,10.5194/os-15-1341-2019,Van Sebille E.
4808,Bioengineering a Future Free of Marine Plastic Waste,10.3389/fmars.2019.00624,Sheth M.U.
4809,Using a marine microalga as a chassis for polyethylene terephthalate (PET) degradation,10.1186/s12934-019-1220-z,Moog D.
4810,"Complete genome sequence of a quorum-sensing bacterium, Oceanicola sp. Strain D3, isolated from a microplastic surface in coastal water of Qingdao, China",10.1128/MRA.01022-19,Li Q.
4811,Construction of Waste-to-Energy (WTE) Power Plant in Balikpapan to Handle Waste and Marine Litter Treatment in Indonesia,10.1109/IEEECONF48524.2019.9102511,Kurniawan M.P.
4812,Identification of marine plastics using raman spectroscopy,10.23919/OCEANS40490.2019.8962613,Dahl E.M.H.
4813,"Zero-fuel open ocean-going tugs, and applications for the large scale collection of ocean plastics",10.23919/OCEANS40490.2019.8962741,Golden D.
4814,A state of art on plastics in the oceans: Observation and mitigation methods,10.23919/OCEANS40490.2019.8962849,Viola A.
4815,Plastic pollution in the coastal oceans: Characterization and modeling,10.23919/OCEANS40490.2019.8962786,Lermusiaux P.F.J.
4816,Underwater and airborne monitoring of marine ecosystems and debris,10.1117/1.JRS.13.044509,Watanabe J.I.
4817,"Analysis of microplastic content in Baronang fish (Siganus sp) and Kakap fish (Lutjanus sp) in the coastal area of Bangkala Subdistrict, Jeneponto Regency",10.5958/0976-5506.2019.03048.1,Yuliati 
4818,Measuring marine plastic debris from space: Initial assessment of observation requirements,10.3390/rs11202443,Martínez-Vicente V.
4819,Marine protected areas invaded by floating anthropogenic litter: An example from the South Pacific,10.1002/aqc.3095,Luna-Jorquera G.
4820,Effects of pollution on marine organisms,10.1002/wer.1218,Mearns A.J.
4821,Detection of various microplastics in human stool: A prospective case series,10.7326/M19-0618,Schwabl P.
4822,"Microplastics in the global aquatic environment: Analysis, effects, remediation and policy solutions",10.1016/j.jece.2019.103421,Barceló D.
4823,"The Effect of Microplastic Ingestion on Survival of the Grass Shrimp Palaemonetes pugio (Holthuis, 1949) Challenged with Vibrio campbellii",10.1002/etc.4545,Leads R.R.
4824,Quantification of microplastics in environmental samples via pressurized liquid extraction and pyrolysis-gas chromatography,10.1007/s00216-019-02066-9,Dierkes G.
4825,Effects of pollution on freshwater aquatic organisms,10.1002/wer.1221,Amoatey P.
4826,Microfibers: a preliminary discussion on their definition and sources,10.1007/s11356-019-06265-w,Liu J.
4827,"What goes in, must come out: Combining scat-based molecular diet analysis and quantification of ingested microplastics in a marine top predator",10.1111/2041-210X.13271,Nelms S.
4828,Brain food? Trophic transfer and tissue retention of microplastics by the velvet swimming crab (Necora puber),10.1016/j.jembe.2019.151187,Crooks N.
4829,Exploring microplastic ingestion by three deep-water elasmobranch species: A case study from the Tyrrhenian Sea,10.1016/j.envpol.2019.07.001,Valente T.
4830,First evidence of microplastic contamination in the supraglacial debris of an alpine glacier,10.1016/j.envpol.2019.07.005,Ambrosini R.
4831,Long-term aquaria study suggests species-specific responses of two cold-water corals to macro-and microplastics exposure,10.1016/j.envpol.2019.07.024,Mouchi V.
4832,Particulate plastics as a vector for toxic trace-element uptake by aquatic and terrestrial organisms and human health risk,10.1016/j.envint.2019.104937,Bradney L.
4833,Emission of primary microplastics in mainland China: Invisible but not negligible,10.1016/j.watres.2019.06.042,Wang T.
4834,Plastics at sea: Treaty design for a global solution to marine plastic pollution,10.1016/j.envsci.2019.06.005,Tessnow-von Wysocki I.
4835,Degradation of Low-Density Polyethylene Film Exposed to UV Radiation in Four Environments,10.1061/(ASCE)HZ.2153-5515.0000453,Ranjan V.P.
4836,Marine debris: A review of impacts and global initiatives,10.1177/0734242X19845041,Agamuthu P.
4837,Two-stage cultivation of the marine microalga Chlorella salina for starch and carbohydrate production,10.1007/s10499-019-00385-3,Chong J.F.
4838,Enhancement of the thermal stability and mechanical properties of recycled low density polyethylene/wheat biocomposite films with targeted repairing technology and network skeleton construction,10.1177/8756087919846206,Xiao D.
4839,Dual crosslinked methacrylated alginate hydrogel micron fibers and tissue constructs for cell biology,10.3390/md17100557,Gao Y.
4840,A flow-based platform hyphenated to on-line liquid chromatography for automatic leaching tests of chemical additives from microplastics into seawater,10.1016/j.chroma.2019.06.041,Fikarová K.
4841,An assessment of the toxicity of polypropylene microplastics in human derived cells,10.1016/j.scitotenv.2019.05.071,Hwang J.
4842,Impacts of dietary exposure to different sized polystyrene microplastics alone and with sorbed benzo[a]pyrene on biomarkers and whole organism responses in mussels Mytilus galloprovincialis,10.1016/j.scitotenv.2019.05.161,González-Soto N.
4843,Multi-Laboratory Hazard Assessment of Contaminated Microplastic Particles by Means of Enhanced Fish Embryo Test With the Zebrafish (Danio rerio),10.3389/fenvs.2019.00135,Cormier B.
4844,Maternal Polystyrene Microplastic Exposure during Gestation and Lactation Altered Metabolic Homeostasis in the Dams and Their F1 and F2 Offspring,10.1021/acs.est.9b03191,Luo T.
4845,Consistent Transport of Terrestrial Microplastics to the Ocean through Atmosphere,10.1021/acs.est.9b03427,Liu K.
4846,"Colonization Characteristics of Bacterial Communities on Plastic Debris Influenced by Environmental Factors and Polymer Types in the Haihe Estuary of Bohai Bay, China",10.1021/acs.est.9b03659,Li W.
4847,A CFD study on the performance of a passive ocean plastic collector under rough sea conditions,10.1016/j.oceaneng.2019.106243,Shaw H.
4848,Analysis of suspended microplastics in the Changjiang Estuary: Implications for riverine plastic load to the ocean,10.1016/j.watres.2019.06.019,Zhao S.
4849,Interactions between nano/micro plastics and suspended sediment in water: Implications on aggregation and settling,10.1016/j.watres.2019.06.018,Li Y.
4850,Biofilm facilitates metal accumulation onto microplastics in estuarine waters,10.1016/j.scitotenv.2019.04.331,Richard H.
4851,"Microplastic Intake, Its Biotic Drivers, and Hydrophobic Organic Contaminant Levels in the Baltic Herring",10.3389/fenvs.2019.00134,Ogonowski M.
4852,Building a Maxey-Riley framework for surface ocean inertial particle dynamics,10.1063/1.5110731,Beron-Vera F.J.
4853,Degradation of Cosmetic Microplastics via Functionalized Carbon Nanosprings,10.1016/j.matt.2019.06.004,Kang J.
4854,Multidecadal increase in plastic particles in coastal ocean sediments,10.1126/sciadv.aax0587,Brandon J.A.
4855,"What goes up must come down: an evaluation of a zoo conservation-education program for balloon litter on visitor understanding, attitudes, and behaviour",10.1080/09669582.2019.1625908,Mellish S.
4856,Examining youth perceptions and social contexts of litter to improve marine debris environmental education,10.1080/13504622.2019.1633274,Torres H.R.
4857,An analytical relationship retrieval scenario with temporal information data approaching to plastic waste-leaks into marine environments,10.1109/ELECSYM.2019.8901571,Veesommai C.
4858,Distribution and Potential Risks of Microplastics in China: A Review,10.13198/j.issn.1001-6929.2019.07.04,Zhu Y.
4859,"Ingestion of microplastics by commercial fish in skudai river, Malaysia",10.14456/ea.2019.47,Sarijan S.
4860,Current Status of Marine Pollution and Mitigation Strategies in Arid Region: A Detailed Review,10.1007/s12601-019-0027-5,Chitrakar P.
4861,On thermal infrared remote sensing of plastic pollution in natural waters,10.3390/rs11182159,Goddijn-Murphy L.
4862,Microparticles in table salt: Levels and chemical composition of the smallest dimensional fraction,10.3390/jmse7090310,Renzi M.
4863,First empirical study of freshwater microplastics in West Africa using gastropods from Nigeria as bioindicators,10.1016/j.limno.2019.125708,Akindele E.
4864,"Solving the plastic problem: From cradle to grave, to reincarnation",10.1177/0036850419867204,Rhodes C.J.
4865,Microplastics in special protected areas for migratory birds in the Bay of Biscay,10.1016/j.marpolbul.2019.07.065,Masiá P.
4866,Occurrence and identification of microplastics in beach sediments from the Hauts-de-France region,10.1007/s11356-019-06027-8,Doyen P.
4867,Microplastics as vectors of contaminants,10.1016/j.marpolbul.2019.07.052,Caruso G.
4868,Mobilization and bioaccessibility of cadmium in coastal sediment contaminated by microplastics,10.1016/j.marpolbul.2019.07.046,Martin K.
4869,An interlaboratory comparison exercise for the determination of microplastics in standard sample bottles,10.1016/j.marpolbul.2019.07.033,Isobe A.
4870,Hudson River juvenile Blueback herring avoid ingesting microplastics,10.1016/j.marpolbul.2019.07.004,Ryan M.G.
4871,Sorption of polyhalogenated carbazoles (PHCs) to microplastics,10.1016/j.marpolbul.2019.07.034,Qiu Y.
4872,"Tiny, shiny, and colorful microplastics: Are regular glitters a significant source of microplastics?",10.1016/j.marpolbul.2019.07.009,Yurtsever M.
4873,Impact of nano-sized plastic on the nutritional value and gut microbiota of whiteleg shrimp Litopenaeus vannamei via dietary exposure,10.1016/j.envint.2019.05.042,Chae Y.
4874,The influence of human activity and morphological characteristics of beaches on plastic debris distribution along the Caspian Sea as a closed water body,10.1007/s11356-019-05790-y,Ghaffari S.
4875,Quantification of microplastics along the Caribbean Coastline of Colombia: Pollution profile and biological effects on Caenorhabditis elegans,10.1016/j.marpolbul.2019.06.084,Acosta-Coley I.
4876,Sources of microplastics pollution in the marine environment: Importance of wastewater treatment plant and coastal landfill,10.1016/j.marpolbul.2019.06.066,Kazour M.
4877,Dynamic of small polyethylene microplastics (≤10 Μm) in mussel's tissues,10.1016/j.marpolbul.2019.06.021,Fernández B.
4878,Incidence of plastic ingestion in seabirds from the Bay of Biscay (southwestern Europe),10.1016/j.marpolbul.2019.06.077,Franco J.
4879,Plastics occurrence in the gastrointestinal tract of Zeus faber and Lepidopus caudatus from the Tyrrhenian Sea,10.1016/j.marpolbul.2019.07.003,Bottari T.
4880,A novel method enabling the accurate quantification of microplastics in the water column of deep ocean,10.1016/j.marpolbul.2019.07.008,Liu K.
4881,Quarterly variability of floating plastic debris in the marine protected area of the Menorca Channel (Spain),10.1016/j.envpol.2019.06.063,Ruiz-Orejón L.F.
4882,Spatial distribution of microplastics in sediments and surface waters of the southern North Sea,10.1016/j.envpol.2019.06.093,Lorenz C.
4883,Environmental implications of microplastic pollution in the Northwestern Pacific Ocean,10.1016/j.marpolbul.2019.06.031,Pan Z.
4884,Microplastics in grey seal (Halichoerus grypus) intestines: Are they associated with parasite aggregations?,10.1016/j.marpolbul.2019.06.014,Hernandez-Milian G.
4885,"Spatiotemporal distribution and annual load of microplastics in the Nakdong River, South Korea",10.1016/j.watres.2019.05.053,Eo S.
4886,"Abundance, morphology and chemical composition of microplastics in sand and sediments from a protected coastal area: The Mar Menor lagoon (SE Spain)",10.1016/j.envpol.2019.06.024,Bayo J.
4887,Microplastic in the sediments of a highly eutrophic tropical estuary,10.1016/j.marpolbul.2019.06.042,Alves V.
4888,Food-web transfer of microplastics between wild caught fish and crustaceans in East China Sea,10.1016/j.marpolbul.2019.05.061,Zhang F.
4889,Predicting the exposure of coastal species to plastic pollution in a complex island archipelago,10.1016/j.envpol.2019.06.031,Critchell K.
4890,Microplastic removal by Red Sea giant clam (Tridacna maxima),10.1016/j.envpol.2019.05.149,Arossa S.
4891,Leaching of endocrine disrupting chemicals from marine microplastics and mesoplastics under common life stress conditions,10.1016/j.envint.2019.104938,Chen Q.
4892,Small microplastic particles (S-MPPs) in sediments of mangrove ecosystem on the northern coast of the Persian Gulf,10.1016/j.marpolbul.2019.06.033,Naji A.
4893,"We should not separate out environmental issues, but the current approach to plastic pollution can be a distraction from meaningful action. A response to Avery-Gomm et al.",10.1016/j.marpol.2019.103585,Stafford R.
4894,Microplastic pollution in the sediments of Sidi Mansour Harbor in Southeast Tunisia,10.1016/j.marpolbul.2019.06.004,Chouchene K.
4895,Particle characteristics of microplastics contaminating the mussel Mytilus edulis and their surrounding environments,10.1016/j.marpolbul.2019.05.041,Scott N.
4896,Paint particles are a distinct and variable substrate for marine bacteria,10.1016/j.marpolbul.2019.06.013,Tagg A.S.
4897,Marine debris in Indonesia: A review of research and status,10.1016/j.marpolbul.2019.05.057,Purba N.P.
4898,"Ingestion of macroplastics by odontocetes of the Greek Seas, Eastern Mediterranean: Often deadly!",10.1016/j.marpolbul.2019.05.055,Alexiadou P.
4899,"Wind, waves, tides, and human error? – Influences on litter abundance and composition on German North Sea coastlines: An exploratory analysis",10.1016/j.marpolbul.2019.05.062,Schöneich-Argent R.I.
4900,"Microplastics uptake and egestion dynamics in Pacific oysters, Magallana gigas (Thunberg, 1793), under controlled conditions",10.1016/j.envpol.2019.06.002,Graham P.
4901,Macro-litter in surface waters from the Rhone River: Plastic pollution and loading to the NW Mediterranean Sea,10.1016/j.marpolbul.2019.05.067,Castro-Jiménez J.
4902,Is this your glitter? An overlooked but potentially environmentally-valuable microplastic,10.1016/j.marpolbul.2019.05.068,Tagg A.S.
4903,MODELPlastics workshop - Modelling Ocean Plastic Litter in a Changing Climate: Gaps and future directions,10.1016/j.marpolbul.2019.05.063,Martins I.
4904,Microplastic accumulation and biomagnification in a coastal marine reserve situated in a sparsely populated area,10.1016/j.marpolbul.2019.05.065,Saley A.M.
4905,"Microplastic debris in beaches of Tenerife (Canary Islands, Spain)",10.1016/j.marpolbul.2019.05.064,Álvarez-Hernández C.
4906,Polystyrene microplastics ingestion induced behavioral effects to the cladoceran Daphnia magna,10.1016/j.chemosphere.2019.05.115,De Felice B.
4907,Adverse effects of non-biodegradable and compostable plastic bags on the establishment of coastal dune vegetation: First experimental evidences,10.1016/j.envpol.2019.05.108,Menicagli V.
4908,Effects of particle size and solution chemistry on Triclosan sorption on polystyrene microplastic,10.1016/j.chemosphere.2019.05.116,Li Y.
4909,Fusion of microplastics into the mussel byssus,10.1016/j.envpol.2019.05.093,Li Q.
4910,Adverse outcome pathways potentially related to hazard identification of microplastics based on toxicity mechanisms,10.1016/j.chemosphere.2019.05.003,Jeong J.
4911,Stakeholder perceptions of marine plastic waste management in the United Kingdom,10.1016/j.ecolecon.2019.04.022,McNicholas G.
4912,Experimental investigation on in-situ hydrogenation induced gasification characteristics of acrylonitrile butadiene styrene (ABS)microplastics in supercritical water,10.1016/j.fuproc.2019.04.020,Bai B.
4913,Detection and monitoring of beach litter using uav image and deep neural network,10.5194/isprs-archives-XLII-3-W8-55-2019,Bak S.H.
4914,The Parcels v2.0 Lagrangian framework: New field interpolation schemes,10.5194/gmd-12-3571-2019,Delandmeter P.
4915,Leaching behavior of fluorescent additives from microplastics and the toxicity of leachate to Chlorella vulgaris,10.1016/j.scitotenv.2019.04.401,Luo H.
4916,Risk assessment of plastic pollution on marine diversity in the Mediterranean Sea,10.1016/j.scitotenv.2019.04.355,Compa M.
4917,Embracing an interdisciplinary approach to plastics pollution awareness and action,10.1007/s13280-018-1126-8,Belontz S.L.
4918,"Microplastic contamination on Anadara granosa Linnaeus 1758 in Pangkal Babu mangrove forest area, Tanjung Jabung Barat district, Jambi",10.1088/1742-6596/1282/1/012109,Fitri S.
